"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","FN201...A.Prefeitura.cobra.pelos.serviços.de.coleta.regular..transporte.e.destinação.final.de.RSU..Antigo.campo.GE012...Sim.Não.","FN202...Forma.adotada..Antigo.campo.GE013.","FN203...Descrição.da.outra.forma.adotada..Antigo.campo.DESC_OUT_FORM_COBR.","FN204...Unidade.adotada.para.a.cobrança..no.caso.de.tarifa.","FN205...A.prefeitura.cobra.pela.prestação.de.serviços.especiais.ou.eventuais.de.manejo.de.RSU...Antigo.campo.GE014...Sim.Não.","FN206...Despesas.dos.agentes.públicos.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO132...R..ano.","FN207...Despesa.com.agentes.privados.para.execução.do.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO011...R..ano.","FN208...Despesa.total.com.o.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO009...R..ano.","FN209...Despesa.com.agentes.públicos.com.a.coleta.de.RSS..Antigo.campo.RS032...R..ano.","FN210...Despesa.com.empresas.contratadas.para.coleta.de.RSS..Antigo.campo.RS033...R..ano.","FN211...Despesa.total.com.a.coleta.de.RSS..Antigo.campo.RS035...R..ano.","FN212...Despesa.dos.agentes.públicos.com.o.serviço.de.varrição..Antigo.campo.VA037...R..ano.","FN213...Despesa.com.empresas.contratadas.para.o.serviço.de.varrição..Antigo.campo.VA019...R..ano.","FN214...Despesa.total.com.o.serviço.de.varrição..Antigo.campo.VA017...R..ano.","FN215...Despesa.com.agentes.públicos.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE043...R..ano.","FN216...Despesa.com.agentes.privados.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE044...R..ano.","FN217...Despesa.total.com.todos.os.agentes.executores.dos.demais.serviços.quando.não.especificados.em.campos.próprios..Antigo.campo.GE046...R..ano.","FN218...Despesa.dos.agentes.públicos.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE023...R..ano.","FN219...Despesa.com.agentes.privados.executores.de.serviços.de.manejo.de.RSU..Antigo.campo.GE009...R..ano.","FN220...Despesa.total.com.serviços.de.manejo.de.RSU..Antigo.campo.GE007...R..ano.","FN221...Receita.orçada.com.a.cobrança.de.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE005...R..ano.","FN222...Receita.arrecadada.com.taxas.e.tarifas.referentes.à.gestão.e.manejo.de.RSU..Antigo.campo.GE006...R..ano.","FN223...Despesa.Corrente.da.Prefeitura.durante.o.ano.com.TODOS.os.serviços.do.município..saúde..educação..pagamento.de.pessoal..etc...Antigo.campo.GE010...R..ano.","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..x","FN224...A.Prefeitura.recebeu.algum.recurso.federal.para.aplicação.no.setor.de.manejo.de.RSU...Antigo.campo.GE025...Sim.Não..y","FN225...Valor.repassado..Antigo.campo.GE026...R..ano.","FN226...Tipo.de.recurso..Antigo.campo.GE028."
"220095","Aroeiras do Itaim","PI","2012","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2007","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2013","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2009","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2011","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2014","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2006","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2010","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2008","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2005","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2004","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220095","Aroeiras do Itaim","PI","2015","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2003","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","1999","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2010","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP; [22010540] SECRETARIA DE ADMINISTRAÇÃO E PLANEJAMENTO - SAPLAN","Água; Res Sólidos","Não","","","","Não","0","36000","36000","0","0","0","27540","55080","82620","0","8200","8200","27540","99280","126820","0","0","5088599.24","Não","Não",,""
"220105","Assunção do Piauí","PI","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2005","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2012","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP; [22010540] SECRETARIA DE ADMINISTRAÇÃO E PLANEJAMENTO - SAPLAN","Água; Res Sólidos","Não","","","","Não","0","43200","43200","0","0","0","34944","48816","83760","0","0","0","34944","92016","126960",,,"13403417.63","Não","Não",,""
"220105","Assunção do Piauí","PI","2004","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2008","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","1998","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2011","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP; [22010540] SECRETARIA DE ADMINISTRAÇÃO E PLANEJAMENTO - SAPLAN","Água; Res Sólidos","Não","","","","Não","58230","97050","155280","0","1000","1000","19620","58860","78480","0","0","0","77850","156910","234760",,,"10859942.4","Não","Não",,""
"220105","Assunção do Piauí","PI","2006","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2007","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2014","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP; [22010540] SECRETARIA DE ADMINISTRAÇÃO E PLANEJAMENTO - SAPLAN","Água; Res Sólidos","Não","","","","Não","0","52128","52128","0","0","0","52128","39096","91224","0","39096","39096","52128","130320","182448",,,,"Não","Não",,""
"220105","Assunção do Piauí","PI","2001","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2000","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2013","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP; [22010540] SECRETARIA DE ADMINISTRAÇÃO E PLANEJAMENTO - SAPLAN","Água; Res Sólidos","Não","","","","Não","0","104256","104256","0","0","0","78192","0","78192","0","0","0","78192","104256","182448",,,"1112288.36","Não","Não",,""
"220105","Assunção do Piauí","PI","2009","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220105","Assunção do Piauí","PI","2015","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP; [22010540] SECRETARIA DE ADMINISTRAÇÃO E PLANEJAMENTO - SAPLAN","Água; Res Sólidos","Não","","","","Não","0","262800","262800","0","0","0","0","0","0","0","0","0","0","262800","262800",,,"8793599.83","Não","Não",,""
"220105","Assunção do Piauí","PI","2002","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22011040] PREFEITURA MUNICIPAL DE AVELINO LOPES - PMAL","Água; Res Sólidos","Não","","","","Não","0","240000","240000","0","0","0",,"0","0","159300","0","159300","159300","240000","399300","0",,,"Não","Não",,""
"220110","Avelino Lopes","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22011040] PREFEITURA MUNICIPAL DE AVELINO LOPES - PMAL","Água; Res Sólidos","Não","","","","Não","63360","0","63360","42240","0","42240","21120","0","21120","0","0","0","126720","0","126720",,,"1e+06","","",,""
"220110","Avelino Lopes","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22011040] PREFEITURA MUNICIPAL DE AVELINO LOPES - PMAL","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","1998","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22011040] PREFEITURA MUNICIPAL DE AVELINO LOPES - PMAL","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,"590000","Não","Não",,""
"220110","Avelino Lopes","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220110","Avelino Lopes","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2012","[22015511] Prefeitura Municipal de Bela Vista do Piauí - PMBVP; [22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2009","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2011","[22015511] Prefeitura Municipal de Bela Vista do Piauí - PMBVP; [22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Água; Res Sólidos","Não","","","","Não","0","22000","22000","0","6250","6250","0","35370","35370","14400","44380","58780","14400","108000","122400",,,"5120000","Não","Não",,""
"220155","Bela Vista do Piauí","PI","2001","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","1999","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","1998","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2013","[22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Res Sólidos","Não","","","","Sim",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2015","[22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,"249811",,,"9370922","Não","Não",,""
"220155","Bela Vista do Piauí","PI","2014","[22015511] Prefeitura Municipal de Bela Vista do Piauí - PMBVP; [22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Água; Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,,,,"249811.45","Não","Não",,""
"220155","Bela Vista do Piauí","PI","2008","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2002","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2010","[22015511] Prefeitura Municipal de Bela Vista do Piauí - PMBVP; [22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Água; Res Sólidos","Não","","","","Não","35000","0","35000","10540","0","10540","20380","0","20380","6540","0","6540","72460","0","72460",,,"5389476","Não","Não",,""
"220155","Bela Vista do Piauí","PI","2004","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2000","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2005","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2006","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2007","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220155","Bela Vista do Piauí","PI","2003","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2014","[22015711] Prefeitura Municipal de Belém do Piauí - PMBP; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22015740] PREFEITURA MUNICIPAL DE BELEM DO PIAUI - PMBP","Água; Água; Res Sólidos","Não","","","","Não","0","93500","93500","0","0","0","70590","0","70590","0","0","0","70590","93500","164090",,,,"Não","Não",,""
"220157","Belém do Piauí","PI","2010","[22015711] Prefeitura Municipal de Belém do Piauí - PMBP","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2006","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2009","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2000","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2003","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2005","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22015740] PREFEITURA MUNICIPAL DE BELEM DO PIAUI - PMBP","Água; Res Sólidos","Não","","","","Não","99422.4","0","99422.4","19884.48","0","19884.48","79537.92","0","79537.92","0","0","0","198844.8","0","198844.8",,,"7079677.63","Não","Não",,""
"220157","Belém do Piauí","PI","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2004","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2002","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2008","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2011","[22015711] Prefeitura Municipal de Belém do Piauí - PMBP; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água; Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2001","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","2007","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","1998","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220157","Belém do Piauí","PI","1999","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","1998","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220170","Bertolínia","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","1998","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2007","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2000","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2012","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2004","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2002","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2005","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2009","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2015","[22017340] Prefeitura Municipal de Betânia do Piaui - PM","Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,"205581.8",,,"14742720.03","","",,""
"220173","Betânia do Piauí","PI","2008","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2013","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2011","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","1999","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2014","[22017340] Prefeitura Municipal de Betânia do Piaui - PM","Res Sólidos","Não","","","","Não",,,,,,,,,,,,,,,"65851",,,,"","",,""
"220173","Betânia do Piauí","PI","2006","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2003","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2010","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220173","Betânia do Piauí","PI","2001","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","1998","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","1997","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220180","Bocaina","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","1995","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","1996","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","1998","","","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22019040] Prefeitura Municipal de Bom Jesus - PMBJ","Água; Res Sólidos","Sim","Taxa específica no mesmo boleto do IPTU","","","Não",,,,,,,,,,,,,,,,,,,"","",,""
"220190","Bom Jesus","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","","","","",,,,,,,,,,,,,,,,,,,"","",,""
