"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água","QD002...Quantidades.de.paralisações.no.sistema.de.distribuição.de.água..Paralisações.ano.","QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.","QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.","QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..","QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.","QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.","QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.","QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..","QD012...Duração.dos.extravasamentos.registrados..Horas.ano.","QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.","QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.","QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.","QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.","QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.","QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.","QD022...Duração.das.interrupções.sistemáticas..Horas.ano.","QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.","QD024...Quantidade.de.serviços.executados..Serviços.ano.","QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.","QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.","QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.","QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.","QD029...Atendimento.integral.da.portaria.518.04"
"220105","Assunção do Piauí","PI","2006","","","",,,,,,,,,,,,,,,,,,,,,,,
"220105","Assunção do Piauí","PI","2007","","","",,,,,,,,,,,,,,,,,,,,,,,
"220105","Assunção do Piauí","PI","2014","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP; [22010540] SECRETARIA DE ADMINISTRAÇÃO E PLANEJAMENTO - SAPLAN","Água; Res Sólidos","","19","26315","5000","1","1","1","1",,,"0",,,"1","1","0","0","50","45","100","6","6","6",
"220105","Assunção do Piauí","PI","2001","","","",,,,,,,,,,,,,,,,,,,,,,,
"220105","Assunção do Piauí","PI","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"220105","Assunção do Piauí","PI","2013","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP; [22010540] SECRETARIA DE ADMINISTRAÇÃO E PLANEJAMENTO - SAPLAN","Água; Res Sólidos","","20","172","8000","12","12","84","6",,,"0",,,"84","12","0","0","100","50","250","84","45","84",
"220105","Assunção do Piauí","PI","2009","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP","Água","",,"98",,"8","3","8","3",,,,,,"12","12",,"24",,,,"8","3","12",
"220105","Assunção do Piauí","PI","2015","[22010511] Prefeitura Municipal de Assunção do Piauí - PMAP; [22010540] SECRETARIA DE ADMINISTRAÇÃO E PLANEJAMENTO - SAPLAN","Água; Res Sólidos","","19","35",,"1","1","1","1",,,"0",,,"1","1","0","0","20","20","90","6","6","6",
"220105","Assunção do Piauí","PI","2002","","","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"72","1","37","1",,,,,,"120","120",,,,,,"72","0","120",
"220110","Avelino Lopes","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22011040] PREFEITURA MUNICIPAL DE AVELINO LOPES - PMAL","Água; Res Sólidos","","92","88","527",,,,,,,"0",,,,,"0","0",,,,,,,
"220110","Avelino Lopes","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"18","4","17","2",,,,,,"120","168",,,,,,"31","0","120",
"220110","Avelino Lopes","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"25","2","25","2",,,,,,"120","168",,,,,,"25","1","168",
"220110","Avelino Lopes","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente","0","0","0","18","4","17","2",,,"0",,,"120","168","0","0","0","0","0",,,,
"220110","Avelino Lopes","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22011040] PREFEITURA MUNICIPAL DE AVELINO LOPES - PMAL","Água; Res Sólidos","Atende integralmente","0","0","0","24","3","24","2",,,"0",,,"120","120","0","0","631","546",,"24","1","120",
"220110","Avelino Lopes","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","30","0","30","13",,,"0",,,"120","120","0","0","580","458",,"30","3","120",
"220110","Avelino Lopes","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22011040] PREFEITURA MUNICIPAL DE AVELINO LOPES - PMAL","Água; Res Sólidos","Atende integralmente","0","0","0","40","0","40","0",,,,,,"120","120","0","0","683","577",,"40","0","120",
"220110","Avelino Lopes","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","327","1225","11000","13","0","13","2",,,,,,"120","120",,,,,,"49","8","60",
"220110","Avelino Lopes","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22011040] PREFEITURA MUNICIPAL DE AVELINO LOPES - PMAL","Água; Res Sólidos","Atende integralmente","0","0",,"40","0","40","9",,,,,,"120","120","0","0","370","370","4407","40","2","120",
"220110","Avelino Lopes","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220110","Avelino Lopes","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2012","[22015511] Prefeitura Municipal de Bela Vista do Piauí - PMBVP; [22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Água; Res Sólidos","","20","260",,"30","3","30","0",,,,,,"30","30","10","100","10","10",,"30","0","30",
"220155","Bela Vista do Piauí","PI","2009","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2011","[22015511] Prefeitura Municipal de Bela Vista do Piauí - PMBVP; [22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Água; Res Sólidos","","20","260",,"24","2","24","0",,,,,,"24","24","6","60","1","1",,"24","1","24",
"220155","Bela Vista do Piauí","PI","2001","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","1999","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2013","[22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Res Sólidos","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2015","[22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Res Sólidos","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2014","[22015511] Prefeitura Municipal de Bela Vista do Piauí - PMBVP; [22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Água; Res Sólidos","","5","30",,"12","0","12","0",,,,,,"12","12","4","2","5","5",,"12","0","12",
"220155","Bela Vista do Piauí","PI","2008","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2002","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2010","[22015511] Prefeitura Municipal de Bela Vista do Piauí - PMBVP; [22015540] PREFEITURA MUNICIPAL DE BELA VISTA DO PIAUI - PM","Água; Res Sólidos","","27","324",,"25","2","0","0",,,,,,,,"5","55",,,,"25","0",,
"220155","Bela Vista do Piauí","PI","2004","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2005","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2006","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2007","","","",,,,,,,,,,,,,,,,,,,,,,,
"220155","Bela Vista do Piauí","PI","2003","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2014","[22015711] Prefeitura Municipal de Belém do Piauí - PMBP; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22015740] PREFEITURA MUNICIPAL DE BELEM DO PIAUI - PMBP","Água; Água; Res Sólidos","","3","60","200","42","6","42","13",,,,,,"72","72","4","24","681","571",,"36","5","72",
"220157","Belém do Piauí","PI","2010","[22015711] Prefeitura Municipal de Belém do Piauí - PMBP","Água","","12","72","700","12","12","12","1",,,"0",,,"12","12","0","0","54","46","30","12","1","12",
"220157","Belém do Piauí","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","8","3","8","0",,,"0",,,"60","60","0","0","407","333",,"8","1","60",
"220157","Belém do Piauí","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0",,"1","0","1","0",,,,,,"60","60","0","0","228","228","5862","1","0","60",
"220157","Belém do Piauí","PI","2006","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2009","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2003","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2005","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22015740] PREFEITURA MUNICIPAL DE BELEM DO PIAUI - PMBP","Água; Res Sólidos","Atende integralmente","0","0","0","14","4","14","5",,,"0",,,"60","60","0","0","514","415",,"14","0","60",
"220157","Belém do Piauí","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2004","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2002","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2008","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2011","[22015711] Prefeitura Municipal de Belém do Piauí - PMBP; [22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água; Água","",,,,"12","0","12","3",,,,,,"72","72",,,,,,"12","0","72",
"220157","Belém do Piauí","PI","2001","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","2007","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220157","Belém do Piauí","PI","1999","","","",,,,,,,,,,,,,,,,,,,,,,,
"220170","Bertolínia","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"17","5","6","0",,,,,,"60","60",,,,,,"16","0","60",
"220170","Bertolínia","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"9","0","7","0",,,,,,"60","120",,,,,,"20","0","60",
"220170","Bertolínia","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220170","Bertolínia","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"34","5","34","0",,,,,,"60","60",,,"182","182",,"16","0","60",
"220170","Bertolínia","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","31","0","31","0",,,"0",,,"60","60","0","0","636","500",,"31","0","60",
"220170","Bertolínia","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","8","0","8","0",,,"0",,,"60","60","0","0","759","730",,"8","0","60",
"220170","Bertolínia","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220170","Bertolínia","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","0","0","0","0","0","0","0",,,"0",,,"60","60","0","0",,,,"0","0","120",
"220170","Bertolínia","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220170","Bertolínia","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220170","Bertolínia","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0",,"31","0","31","0",,,,,,"60","60","0","0","230","230","2510","31","0","60",
"220170","Bertolínia","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","23","7","12","0",,,,,,"60","60","0","0","1047","936",,"23","7","60",
"220170","Bertolínia","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220170","Bertolínia","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,"10","0",,
"220170","Bertolínia","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","9","0","7","0",,,"0",,,"60","120","0","0","0","0","0","10","0","120",
"220170","Bertolínia","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220170","Bertolínia","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220170","Bertolínia","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220170","Bertolínia","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"18","0","20","0",,,,,,"60","120",,,,,,"20","0","120",
"220170","Bertolínia","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220170","Bertolínia","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","160","210","344","0","0","0","0",,,"0",,,"60","60","0","0",,,,"0","0","120",
"220173","Betânia do Piauí","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2007","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2012","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2004","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2002","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2005","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2009","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2015","[22017340] Prefeitura Municipal de Betânia do Piaui - PM","Res Sólidos","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2008","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2013","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2011","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","1999","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2014","[22017340] Prefeitura Municipal de Betânia do Piaui - PM","Res Sólidos","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2006","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2003","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2010","","","",,,,,,,,,,,,,,,,,,,,,,,
"220173","Betânia do Piauí","PI","2001","","","",,,,,,,,,,,,,,,,,,,,,,,
"220180","Bocaina","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220180","Bocaina","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220180","Bocaina","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220180","Bocaina","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","0","0","0","2","2","2","0",,,"0",,,"60","60","0","0",,,,"0","0","120",
"220180","Bocaina","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220180","Bocaina","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,"10","0",,
"220180","Bocaina","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220180","Bocaina","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"5","0","5","0",,,,,,"60","60",,,,,,"5","0","60",
"220180","Bocaina","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","30","11","30","0",,,,,,"60","60","0","0","153","138",,"30","1","60",
"220180","Bocaina","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"10","0","10","0",,,,,,"60","60",,,,,,"15","0","60",
"220180","Bocaina","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220180","Bocaina","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0",,"19","2","19","0",,,,,,"60","60","0","0","104","104","2684","19","3","60",
"220180","Bocaina","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","0","0","0","0",,,"0",,,"60","60","0","0","159","147",,"0","0","60",
"220180","Bocaina","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220180","Bocaina","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220180","Bocaina","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"6","3","6","0",,,,,,"60","120",,,,,,"15","0","60",
"220180","Bocaina","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","21","0","21","0",,,"0",,,"60","60","0","0","104","97",,"21","2","60",
"220180","Bocaina","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220180","Bocaina","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","6","3","6","0",,,"0",,,"60","120","0","0","0","0","0","6","0","120",
"220180","Bocaina","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","180","280","678","2","2","2","0",,,"0",,,"60","60","0","0",,,,"0","0","120",
"220180","Bocaina","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"7","0","7","0",,,,,,"60","120",,,,,,"4","0","60",
"220190","Bom Jesus","PI","2013","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","81","0","81","0",,,"0",,,"60","60","0","0","4908","3111",,"81","15","60",
"220190","Bom Jesus","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","10","0","10","0",,,"0",,,"60","60","0","0","4868","3149",,"10","1","60",
"220190","Bom Jesus","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220190","Bom Jesus","PI","2004","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220190","Bom Jesus","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","142","0","142","0",,,,,,"60","60","0","0",,,,"142","30","60",
"220190","Bom Jesus","PI","2010","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende parcialmente",,,,"45","0","22","0",,,,,,"60","60",,,,,,"45","0","60",
"220190","Bom Jesus","PI","2012","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0",,"160","1","160","0",,,,,,"60","60","0","0","2112","2112","57654","160","23","60",
"220190","Bom Jesus","PI","2003","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,"17","0",,
"220190","Bom Jesus","PI","2005","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","0","0","0","10","8","10","1",,,"0",,,"60","60","0","0",,,,"6","1","204",
"220190","Bom Jesus","PI","1996","","","",,,,,,,,,,,,,,,,,,,,,,,
"220190","Bom Jesus","PI","1999","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220190","Bom Jesus","PI","2001","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220190","Bom Jesus","PI","1998","","","",,,,,,,,,,,,,,,,,,,,,,,
"220190","Bom Jesus","PI","2008","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22019040] Prefeitura Municipal de Bom Jesus - PMBJ","Água; Res Sólidos","Atende parcialmente",,,,"139","0","25","0",,,,,,"60","324",,,,,,"25","0","324",
"220190","Bom Jesus","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"15","0","15","6",,,,,,"60","60",,,,,,"42","3","60",
"220190","Bom Jesus","PI","2002","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220190","Bom Jesus","PI","2007","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22019040] Prefeitura Municipal de Bom Jesus - PMBJ","Água; Res Sólidos","Atende integralmente","0","0","0","30","0","18","0",,,"0",,,"60","324","0","0","0","0","0","20","0","324",
"220190","Bom Jesus","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"30","0","18","0",,,,,,"60","324",,,,,,"25","0","60",
"220190","Bom Jesus","PI","1997","","","",,,,,,,,,,,,,,,,,,,,,,,
"220190","Bom Jesus","PI","2000","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,"6","0","6","0",,,,,,,,,,,,,,,,
"220190","Bom Jesus","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA; [22019040] Prefeitura Municipal de Bom Jesus - PMBJ","Água; Res Sólidos","","250","200","1216","10","8","10","1",,,"0",,,"60","60","0","0",,,,"6","1","204",
"220192","Bonfim do Piauí","PI","2015","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","12","0","12","1",,,"0",,,"120","120","0","0","262","213",,"12","7","120",
"220192","Bonfim do Piauí","PI","1999","","","",,,,,,,,,,,,,,,,,,,,,,,
"220192","Bonfim do Piauí","PI","2014","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente","0","0","0","15","0","15","0",,,,,,"120","120","0","0","575","450",,"15","1","120",
"220192","Bonfim do Piauí","PI","2006","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","","0","0","0",,,,,,,"0",,,,,"0","0",,,,,,,
"220192","Bonfim do Piauí","PI","2000","","","",,,,,,,,,,,,,,,,,,,,,,,
"220192","Bonfim do Piauí","PI","2009","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","",,,,,,,,,,,,,,,,,,,,,,,
"220192","Bonfim do Piauí","PI","2008","","","",,,,,,,,,,,,,,,,,,,,,,,
"220192","Bonfim do Piauí","PI","1995","","","",,,,,,,,,,,,,,,,,,,,,,,
"220192","Bonfim do Piauí","PI","2011","[22110000] Águas e Esgotos do Piauí S/A - AGESPISA","Água","Atende integralmente",,,,"10","2","10","2",,,,,,"120","120",,,,,,"6","5","60",
